"OPDIV","CFDA Number","CFDA Program Title","Award Number","Award Title","Action Date","Recipient Name","City","Approp Code","Award Amount","Country_code_2","Country","Type","Class"
"CDC",93.318,"Protecting and Improving Health Globally: Building and Strengthening Public Health Impact, Systems, Capacity and Security","NU2GGH001923","Technical Collaboration to Strengthen and Expand Capacity to Assess, Prevent and Mitigate the Effects of Public Health Threats","7/16/2020","MINISTRY PUBLIC HEALTH THAILAND","NONTHABURI","CV",2261904,"TH","Thailand","Other Health Organization","International ( U.S. & Foreign OR Two/More Foreign Organizations )"
"CDC",93.067,"Global AIDS","NU2GGH001978","Assisting the Ministry of Health and Social Services (MOHSS) in Providing Critical Human Resources for Health to Achieve HIV Epidemic Control in Namibia under PEPFAR.","7/16/2020","Potentia Namibia Recruitment consultancy","WINDHOEK","CV",0,"NA","Namibia","Other Special Interest Organization","Foreign Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH002095","Delivering High Quality HIV Prevention, Care and Treatment Services in Barbados under the President'","7/14/2020","Ministry of Health Barbados","BRIDGETOWN","CV",4e+05,"BB","Barbados","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH001632","BUILDING CAPACITY FOR A SUSTAINABLE, COUNTRY-LED RESPONSE TO THE HIV/AIDS EPIDEMIC IN GUYANA: A TECHNICAL ASSISTANCE SUPPORT MODEL TO THE GUYANA MINISTRY OF HEALTH (MOH) UNDER  PEPFAR","7/14/2020","Ministry of Health","GEORGETOWN","CV",475000,"GY","Guyana","Health Department","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH002003","Achieving HIV Epidemic Control through Scaling up Quality Testing, Care and Treatment in Malawi under the President???????????s Plan for AIDS Relief (PEPFAR)","7/13/2020","The Lighthouse Trust","LILONGWE","CV",0,"MW","Malawi","Other Health Organization","Foreign Non-Profit Organization"
"NIH",93.855,"Allergy and Infectious Diseases Research","R01AI141534","Does repeated influenza vaccination constrain influenza immune responses and protection?","7/10/2020","UNIVERSITY OF MELBOURNE","MELBOURNE","CV",520671,"AS","Australia","Junior College, College & University","Foreign Non-Profit Organization"
"CDC",93.084,"Prevention of Disease, Disability, and Death by Infectious Diseases","U01CK000564","Identification, Surveillance, and Control of Vector-Borne and Zoonotic Infectious Diseases in Uganda","7/9/2020","Uganda Virus Research Institute","ENTEBEE","CV",0,"UG","Uganda","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH001981","Programmatic Implementation and Technical Assistance (TA) for HIV/AIDS and Tuberculosis (TB) Prevention, Care, andTreatment Services throughout the Health System in South Africa under PEPFAR","7/9/2020","The Aurum Institute NPC","JOHANNESBURG","CV",0,"ZA","South Africa, Union of","Other Special Interest Organization","International ( U.S. & Foreign OR Two/More Foreign Organizations )"
"CDC",93.318,"Protecting and Improving Health Globally: Building and Strengthening Public Health Impact, Systems, Capacity and Security","NU2GGH001860","Protecting and Improving Health Globally: Building and Strengthening Public Health Impact, Systems, Capacity and Security","7/8/2020","Caribbean Public Health Agency","PORT OF SPAIN","CV",475000,"TT","Trinidad & Tobago","Environmental Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH002175","Assisting the Namibia Ministry of Health and Social Services to Achieve Epidemic Control under the President's Emergency Plan for AIDS Relief (PEPFAR)","7/8/2020","Ministry of Health & Social Services","WINDHOEK","CV",0,"NA","Namibia","Other Special Interest Organization","International ( U.S. & Foreign OR Two/More Foreign Organizations )"
"CDC",93.067,"Global AIDS","NU2GGH002111","Accelerating Epidemic Control in Fort Portal Region in the Republic of Uganda under the President's Emergency Plan for AIDS Relief (PEPFAR)","7/6/2020","BAYLOR COLLEGE OF MEDICINE CHILDRENS FDN - UGANDA","KAMPALA","CV",0,"UG","Uganda","Junior College, College & University","Foreign Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH001920","GH16-1670 Capacity Building and Strengthening Implementation of HIV Combination Prevention and Treatment Servi","7/6/2020","CTR FOR INFECTIOUS DISEASE RESCH IN ZAMBIA","MANKANTA CLOSE","CV",0,"ZM","Zambia","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.318,"Protecting and Improving Health Globally: Building and Strengthening Public Health Impact, Systems, Capacity and Security","NU2GGH002091","CDC-RFA-GH16-1719: Advancing the Global Health Security Agenda through Strengthening Capacities for Rapid Response to Humanitarian and Public Health Emergencies","7/1/2020","INTERNATIONAL ORGANIZATION FOR MIGRATION","GENEVA 19","CV",1331075,"CH","Switzerland","Other Special Interest Organization","Non-Profit Public Non-Government Organizations"
"CDC",93.067,"Global AIDS","NU2GGH002094","Delivery High Quality HIV Prevention, Care and Treatment Services in Trinidad and Tobago under the President's Emergency Plan for AIDS Relief (PEPFAR).","7/1/2020","MOH, Trinidad and Tobago","PORT-OF-SPAIN","CV",0,"TT","Trinidad & Tobago","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH002027","Capacity Building, Strengthening Health and Strategic Information Systems, and Increasing Quality HIV/AIDS Services through Support Programs Conducted by the Government of Botswana under the President","6/30/2020","Government of Botswana Ministry of Finance","GABORONE","CV",0,"BW","Botswana","Other Special Interest Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH001981","Programmatic Implementation and Technical Assistance (TA) for HIV/AIDS and Tuberculosis (TB) Prevention, Care, andTreatment Services throughout the Health System in South Africa under PEPFAR","6/30/2020","The Aurum Institute NPC","JOHANNESBURG","CV",550000,"ZA","South Africa, Union of","Other Special Interest Organization","International ( U.S. & Foreign OR Two/More Foreign Organizations )"
"CDC",93.318,"Protecting and Improving Health Globally: Building and Strengthening Public Health Impact, Systems, Capacity and Security","NU2GGH001990","Partnering with Regional Institutes to Strengthen Essential Public Health Functions in Vietnam","6/29/2020","Institute of Hygiene and Epidemiology of Tay Nguyen","BUON MA THUOT","CV",195000,"VN","Viet-Nam","Other Health Organization","International ( U.S. & Foreign OR Two/More Foreign Organizations )"
"CDC",93.318,"Protecting and Improving Health Globally: Building and Strengthening Public Health Impact, Systems, Capacity and Security","NU2GGH001989","STRENGTHENING ESSENTIAL PUBLIC HEALTH FUNCTIONS IN THE NORTH OF VIETNAM","6/29/2020","NATL INSTITUTE OF HYGIENE AND EPIDEMIOLOGY IN VIETN","HA NOI","CV",704000,"VN","Viet-Nam","Welfare Department","State Government"
"CDC",93.318,"Protecting and Improving Health Globally: Building and Strengthening Public Health Impact, Systems, Capacity and Security","NU2GGH001992","PI HCMC partnering with CDC to strengthen essential Public Health Functions in southern region Vietnam","6/29/2020","Pasteur Institute of Ho Chi Minh","HO CHI MINH DISTRICT 3","CV",345000,"VN","Viet-Nam","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.318,"Protecting and Improving Health Globally: Building and Strengthening Public Health Impact, Systems, Capacity and Security","NU2GGH001991","Partnering with Regional Institutes to strengthen Essential Public Health Functions in Vietnam","6/29/2020","Pasteur Institute in Nha Trang","NHA TRANG CITY","CV",271000,"VN","Viet-Nam","Other Health Organization","International ( U.S. & Foreign OR Two/More Foreign Organizations )"
"CDC",93.067,"Global AIDS","NU2GGH001462","Technical Assistance to Implement Quality Management Systems (QMS) in India's National AIDS Control Program (NACP) Laboratories, Strengthening its Laboratory Testing Network for HIV","6/24/2020","Share India","HYDERABAD, ANDHRA PRADESH","CV",0,"IN","India","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH002175","Assisting the Namibia Ministry of Health and Social Services to Achieve Epidemic Control under the President's Emergency Plan for AIDS Relief (PEPFAR)","6/23/2020","Ministry of Health & Social Services","WINDHOEK","CV",0,"NA","Namibia","Other Special Interest Organization","International ( U.S. & Foreign OR Two/More Foreign Organizations )"
"CDC",93.067,"Global AIDS","NU2GGH001979","Strengthening HIV/AIDS, STI and TB Laboratory Services in the Namibian Institute of Pathology (NIP)","6/22/2020","Namibia Institute of pathology","WINDHOEK","CV",1238836,"NA","Namibia","Other Special Interest Organization","International ( U.S. & Foreign OR Two/More Foreign Organizations )"
"CDC",93.067,"Global AIDS","NU2GGH001936","Prevention of Healthcare-Associated Tuberculosis Infection in Zimbabwe under PEPFAR","6/19/2020","Biomedical Research and Training Institute","HARARE","CV",968300,"ZW","Zimbabwe","Research Institution, Foundation and Laboratory","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH001598","Improve human resource for health capacity, strengthen strategic information systems, enhance laboratory services to meet HIV/AIDS treatment","6/19/2020","Lesotho Ministry of Health & Social Welfare","MASERU","CV",430000,"LS","Lesotho","Health Department","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH002094","Delivery High Quality HIV Prevention, Care and Treatment Services in Trinidad and Tobago under the President's Emergency Plan for AIDS Relief (PEPFAR).","6/19/2020","MOH, Trinidad and Tobago","PORT-OF-SPAIN","CV",0,"TT","Trinidad & Tobago","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.318,"Protecting and Improving Health Globally: Building and Strengthening Public Health Impact, Systems, Capacity and Security","NU2GGH001885","Institut Pasteur de Cote dIvoire application to CDC RFA-GH15-1627 Building and Strengthening Public Health Laboratory Systems, Capacity and Security for Surveillance in Cote dIvoire","6/18/2020","Pasteur Institute of Ivory Coast","ABIDJAN","CV",380000,"CI","Ivory Coast","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH002003","Achieving HIV Epidemic Control through Scaling up Quality Testing, Care and Treatment in Malawi under the President???????????s Plan for AIDS Relief (PEPFAR)","6/18/2020","The Lighthouse Trust","LILONGWE","CV",0,"MW","Malawi","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH002174","Strengthen Brazil's Response to HIV and Other Infectious Diseases through Prevention, Treatment, Care, Laboratory, Strategic Information, and Epidemiology and Surveillance Activities(PEPFAR)","6/18/2020","FIOTEC","RIO DE JANEIRO","CV",0,"BR","Brazil","Research Institution, Foundation and Laboratory","Foreign Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH001972","GH16-1688 Supporting the Development of a HIV-Related Proficiency Testing Network and Quality","6/17/2020","Cheikh Anta Diop University","DAKAR","CV",140000,"SN","Senegal","Junior College, College & University","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH001609","STRENGTHENING THE HEALTHCARE SYSTEM OF VIETNAM THROUGH CAPACITY BUILDING, POLICY DEVELOPMENT AND QUALITY IMPROVEMENT OF LABORATORY AND CLINICAL SERVICES UNDER PEPFAR","6/17/2020","Vietnam Administration for Medical Services VAMS","HANOI","CV",210000,"VN","Viet-Nam","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH001617","GH15-1600, Zambia: Strengthening the Zambia Ministry of Health Capacity to Provide Leadership to the National HIV/AIDS Response through Coordination, Policy Development, Mentorship and Training","6/17/2020","MINISTRY OF HEALTH","LUSAKA","CV",0,"ZM","Zambia","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH002175","Assisting the Namibia Ministry of Health and Social Services to Achieve Epidemic Control under the President's Emergency Plan for AIDS Relief (PEPFAR)","6/16/2020","Ministry of Health & Social Services","WINDHOEK","CV",0,"NA","Namibia","Other Special Interest Organization","International ( U.S. & Foreign OR Two/More Foreign Organizations )"
"CDC",93.067,"Global AIDS","NU2GGH001978","Assisting the Ministry of Health and Social Services (MOHSS) in Providing Critical Human Resources for Health to Achieve HIV Epidemic Control in Namibia under PEPFAR.","6/12/2020","Potentia Namibia Recruitment consultancy","WINDHOEK","CV",0,"NA","Namibia","Other Special Interest Organization","Foreign Profit Organization"
"CDC",93.083,"Prevention of Disease, Disability, and Death through Immunization and Control of Respiratory and Related Diseases","U01IP001064","Research on the Epidemiology, Vaccine Effectiveness and Treatment of Influenza and Other Respiratory Viruses in Southeast Asia and the Western Pacific","6/11/2020","UNIVERSITY OF HONG KONG","HONG KONG","CV",4e+05,"HK","Hong Kong","Junior College, College & University","Foreign Non-Profit Organization"
"CDC",93.283,"Centers for Disease Control and Prevention Investigations and Technical Assistance","U01IP001048","IP16-003, Research on the Epidemiology,Prevention,Vaccine Effectiveness and Treatment of Influenza and Other Respiratory Viruses in South Africa.09","6/11/2020","NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES","JOHANNESBURG","CV",4656240,"ZA","South Africa, Union of","Research Institution, Foundation and Laboratory","Foreign Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH001353","Strengthen Uganda Ministry of Health Capacity to Execute its Essential Public Health Functions through Provision of Technical Assistance, Public Health Workforce Development and Institutional","6/11/2020","MAKERERE UNIVERSITY SCHOOL OF PUBLIC HEALTH","KAMPALA","CV",0,"UG","Uganda","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH002148","Provision of Comprehensive HIV Prevention, Care, Treatment, and Support Programs in the United Republic of Tanzania under the President's Emergency Plan for AIDS Relief (PEPFAR- Afya Kamilifu","6/10/2020","AMREF Tanzania","DAR ES SALAAM","CV",1e+05,"TZ","Tanzania","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH002009","Masaka Region Comprehensive HIV Program for Accelerated Epidemic Control","6/9/2020","Rakai Health Science Progrgam","KALISIZO","CV",1e+05,"UG","Uganda","Environmental Organization","International ( U.S. & Foreign OR Two/More Foreign Organizations )"
"CDC",93.067,"Global AIDS","NU2GGH001355","GH15-1592:  Strengthen Uganda Ministry of Health Capacity to Execute its Essential Public Health Functions through Provision of Technical Assistance, Public Health Workforce Development","6/9/2020","African Field Epidemology Network Limited AFENET -CDC","KAMPALA","CV",250000,"UG","Uganda","Other Social Services Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH001663","Strengthening Clinical Services for Men Who Have Sex with Men, Transgender, and Bisexual Populations Living with HIV/STI in the Dominican Republic under PEPFAR","6/9/2020","Centro de Orientacion e Investigacion Integral","SANTO DOMINGO","CV",86000,"DO","Dominican Republic","Other Social Services Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH002111","Accelerating Epidemic Control in Fort Portal Region in the Republic of Uganda under the President's Emergency Plan for AIDS Relief (PEPFAR)","6/8/2020","BAYLOR COLLEGE OF MEDICINE CHILDRENS FDN - UGANDA","KAMPALA","CV",0,"UG","Uganda","Junior College, College & University","Foreign Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH002094","Delivery High Quality HIV Prevention, Care and Treatment Services in Trinidad and Tobago under the President's Emergency Plan for AIDS Relief (PEPFAR).","6/5/2020","MOH, Trinidad and Tobago","PORT-OF-SPAIN","CV",0,"TT","Trinidad & Tobago","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH001920","GH16-1670 Capacity Building and Strengthening Implementation of HIV Combination Prevention and Treatment Servi","5/29/2020","CTR FOR INFECTIOUS DISEASE RESCH IN ZAMBIA","MANKANTA CLOSE","CV",0,"ZM","Zambia","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH002027","Capacity Building, Strengthening Health and Strategic Information Systems, and Increasing Quality HIV/AIDS Services through Support Programs Conducted by the Government of Botswana under the President","5/28/2020","Government of Botswana Ministry of Finance","GABORONE","CV",0,"BW","Botswana","Other Special Interest Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH002111","Accelerating Epidemic Control in Fort Portal Region in the Republic of Uganda under the President's Emergency Plan for AIDS Relief (PEPFAR)","5/28/2020","BAYLOR COLLEGE OF MEDICINE CHILDRENS FDN - UGANDA","KAMPALA","CV",20000,"UG","Uganda","Junior College, College & University","Foreign Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH001620","GH15-1584, Swaziland:   ""Support for Health Systems Strengthening of Leadership, Governance and Quality Improvement in the MOH in the Kingdom of Swaziland""","5/28/2020","Swaziland Ministry of Health","MBABANE","CV",0,"CH","Switzerland","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH002094","Delivery High Quality HIV Prevention, Care and Treatment Services in Trinidad and Tobago under the President's Emergency Plan for AIDS Relief (PEPFAR).","5/28/2020","MOH, Trinidad and Tobago","PORT-OF-SPAIN","CV",0,"TT","Trinidad & Tobago","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH002094","Delivery High Quality HIV Prevention, Care and Treatment Services in Trinidad and Tobago under the President's Emergency Plan for AIDS Relief (PEPFAR).","5/27/2020","MOH, Trinidad and Tobago","PORT-OF-SPAIN","CV",475000,"TT","Trinidad & Tobago","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.084,"Prevention of Disease, Disability, and Death by Infectious Diseases","U01CK000564","Identification, Surveillance, and Control of Vector-Borne and Zoonotic Infectious Diseases in Uganda","5/22/2020","Uganda Virus Research Institute","ENTEBEE","CV",4e+05,"UG","Uganda","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.084,"Prevention of Disease, Disability, and Death by Infectious Diseases","U18CK000443","Detection and Characterization of Emerging Vector-Borne Zoonotic Pathogens in Indonesia","5/22/2020","Alert Asia Foundation","JAKARTA PUSAT","CV",275000,"ID","Indonesia","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH001980","Programmatic Implementation and Technical Assistance (TA) for HIV/AIDS and","5/20/2020","Trust for Health Systems Planning and Development","DURBAN","CV",150000,"ZA","South Africa, Union of","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH001620","GH15-1584, Swaziland:   ""Support for Health Systems Strengthening of Leadership, Governance and Quality Improvement in the MOH in the Kingdom of Swaziland""","5/14/2020","Swaziland Ministry of Health","MBABANE","CV",970350,"CH","Switzerland","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH001977","Advancing Community-based HIV Test, Linkage to and Retention in Care to Achieve Epidemic Control in Namibia","5/14/2020","D.A.P.P Namibia","OSHAKATI","CV",51000,"NA","Namibia","Other Special Interest Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH001978","Assisting the Ministry of Health and Social Services (MOHSS) in Providing Critical Human Resources for Health to Achieve HIV Epidemic Control in Namibia under PEPFAR.","5/14/2020","Potentia Namibia Recruitment consultancy","WINDHOEK","CV",413066,"NA","Namibia","Other Special Interest Organization","Foreign Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH002175","Assisting the Namibia Ministry of Health and Social Services to Achieve Epidemic Control under the President's Emergency Plan for AIDS Relief (PEPFAR)","5/14/2020","Ministry of Health & Social Services","WINDHOEK","CV",669205,"NA","Namibia","Other Special Interest Organization","International ( U.S. & Foreign OR Two/More Foreign Organizations )"
"CDC",93.067,"Global AIDS","NU2GGH002027","Capacity Building, Strengthening Health and Strategic Information Systems, and Increasing Quality HIV/AIDS Services through Support Programs Conducted by the Government of Botswana under the President","5/13/2020","Government of Botswana Ministry of Finance","GABORONE","CV",1890000,"BW","Botswana","Other Special Interest Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH002003","Achieving HIV Epidemic Control through Scaling up Quality Testing, Care and Treatment in Malawi under the President???????????s Plan for AIDS Relief (PEPFAR)","5/13/2020","The Lighthouse Trust","LILONGWE","CV",167546,"MW","Malawi","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH002177","GH19-1932 Building and Improving Laboratory Capacity and Quality in the Democratic Republic of Congo (DRC) under the President's Emergency Plan for AIDS Relief (PEPFAR)","5/13/2020","Global Health Systems Solutions","LIMBE","CV",465266,"CM","Cameroon","Other Health Organization","Foreign Non-Profit Organization"
"NIH",93.855,"Allergy and Infectious Diseases Research","R01AI141534","Does repeated influenza vaccination constrain influenza immune responses and protection?","5/13/2020","UNIVERSITY OF MELBOURNE","MELBOURNE","CV",0,"AS","Australia","Junior College, College & University","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH001488","GH15-1504, Botswana:  BUILDING SUSTAINABLE CAPACITY FOR HEALTHCARE WORKERS TO UTILIZE HEALTH INFORMATION SYSTEMS AND HEALTH INFORMATION FOR IMPROVED HEALTH OUTCOMES, PROGRAM AREA C: INFORMATICS","5/12/2020","Botswana Harvard AIDS Institute","GABORONE","CV",3e+05,"BW","Botswana","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH001617","GH15-1600, Zambia: Strengthening the Zambia Ministry of Health Capacity to Provide Leadership to the National HIV/AIDS Response through Coordination, Policy Development, Mentorship and Training","5/12/2020","MINISTRY OF HEALTH","LUSAKA","CV",993800,"ZM","Zambia","Other Health Organization","Foreign Non-Profit Organization"
"NIH",93.855,"Allergy and Infectious Diseases Research","R01AI141534","Does repeated influenza vaccination constrain influenza immune responses and protection?","5/12/2020","UNIVERSITY OF MELBOURNE","MELBOURNE","CV",236395,"AS","Australia","Junior College, College & University","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH001980","Programmatic Implementation and Technical Assistance (TA) for HIV/AIDS and","5/7/2020","Trust for Health Systems Planning and Development","DURBAN","CV",1040000,"ZA","South Africa, Union of","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH001462","Technical Assistance to Implement Quality Management Systems (QMS) in India's National AIDS Control Program (NACP) Laboratories, Strengthening its Laboratory Testing Network for HIV","5/7/2020","Share India","HYDERABAD, ANDHRA PRADESH","CV",263000,"IN","India","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH002131","Center of Excellence for Comprehensive Integrated HIV Care and Treatment Services in Lilongwe, Malawi under the President?s Emergency Plan for AIDS Relief (PEPFAR)","5/7/2020","The Lighthouse Trust","LILONGWE","CV",332454,"MW","Malawi","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH001353","Strengthen Uganda Ministry of Health Capacity to Execute its Essential Public Health Functions through Provision of Technical Assistance, Public Health Workforce Development and Institutional","5/6/2020","MAKERERE UNIVERSITY SCHOOL OF PUBLIC HEALTH","KAMPALA","CV",250000,"UG","Uganda","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH002147","AFYA KWANZA Project for Provision of Comprehensive HIV Prevention, Care, Treatment, and Support services in the United Republic of Tanzania","5/5/2020","Management and Development for Health","DAR ES SALAAM","CV",1100000,"TZ","Tanzania","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH001981","Programmatic Implementation and Technical Assistance (TA) for HIV/AIDS and Tuberculosis (TB) Prevention, Care, andTreatment Services throughout the Health System in South Africa under PEPFAR","5/5/2020","The Aurum Institute NPC","JOHANNESBURG","CV",970000,"ZA","South Africa, Union of","Other Special Interest Organization","International ( U.S. & Foreign OR Two/More Foreign Organizations )"
"CDC",93.067,"Global AIDS","NU2GGH002174","Strengthen Brazil's Response to HIV and Other Infectious Diseases through Prevention, Treatment, Care, Laboratory, Strategic Information, and Epidemiology and Surveillance Activities(PEPFAR)","5/5/2020","FIOTEC","RIO DE JANEIRO","CV",0,"BR","Brazil","Research Institution, Foundation and Laboratory","Foreign Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH002040","Increasing the Capacity of the Lusaka Province Health Office (LPHO) to Provide Comprehensive and Sustainable HIV and AIDS Prevention, Care and Treatment Support in the Republic of Zambia","5/4/2020","Lusaka Provincial Health Office","LUSAKA","CV",380000,"ZM","Zambia","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH001630","Strengthening Clincial and Laboratory Services at the national Referral Level to Improve HIV Prevention, Care, and Treatment in the Republic of Zambia under PEPAR","5/1/2020","University Teaching Hospital","LUSAKA","CV",1166000,"ZM","Zambia","Hospital","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH001920","GH16-1670 Capacity Building and Strengthening Implementation of HIV Combination Prevention and Treatment Servi","5/1/2020","CTR FOR INFECTIOUS DISEASE RESCH IN ZAMBIA","MANKANTA CLOSE","CV",575000,"ZM","Zambia","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH002021","GH17-1723 Strengthening the National Institutes of Health in the Republic of Mozambique under the President's Emergency Plan for AIDS Relief (PEPFAR)","5/1/2020","National Institute of Health, Mozambique","MAPUTO","CV",526000,"MZ","Mozambique","Health Department","State Government"
"CDC",93.067,"Global AIDS","NU2GGH002174","Strengthen Brazil's Response to HIV and Other Infectious Diseases through Prevention, Treatment, Care, Laboratory, Strategic Information, and Epidemiology and Surveillance Activities(PEPFAR)","5/1/2020","FIOTEC","RIO DE JANEIRO","CV",2998008,"BR","Brazil","Research Institution, Foundation and Laboratory","Foreign Profit Organization"
"CDC",93.318,"Protecting and Improving Health Globally: Building and Strengthening Public Health Impact, Systems, Capacity and Security","NU66GH002172","Support and Capacity Building for Polio Eradication, Control of Other Vaccine Preventable Diseases, and Immunization Systems Strengthening in Africa.","4/30/2020","African Field Epidemology Network Limited AFENET -CDC","KAMPALA","CV",1300000,"UG","Uganda","Other Social Services Organization","Foreign Non-Profit Organization"
