Recipient Name,DUNS,City,State,ZIP Code,County,Country,Type,Class,Sum of Awards
BIODTECH INC,170794783,BIRMINGHAM,AL,35209,JEFFERSON,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$979,112"
ARMAGEN TECHNOLOGIES INC,137142589,LOS ANGELES,CA,904012717,LOS ANGELES,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$1,033,433"
AMAAD INSTITUTE,014430591,LOS ANGELES,CA,900022802,LOS ANGELES,United States of America,Other Special Interest Organization,Non-Profit Private Non-Government Organizations,"$3,028,799"
CREATEABILITY CONCEPTS INC,034332168,INDIANAPOLIS,IN,46224,MARION,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$2,149,926"
Community Wellness Center,029160061,TAOS,NM,875716410,TAOS,United States of America,Other Health Organization,Non-Profit Private Non-Government Organizations,$0
Public Health Solutions District Health Dept.,137846098,CRETE,NE,683332578,SALINE,United States of America,Health Department,Special Unit of Government,"$148,717"
Skagway Village,095759838,SKAGWAY,AK,998401157,SKAGWAY MUNICIPALITY,United States of America,Indian Tribal Council,"Other (Towns, Villages, American Indian Tribes)","$151,389"
KOGNITO SOLUTIONS LLC,131052198,NEW YORK CITY,NY,10001,NEW YORK,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$213,157"
Wasatch Mental Health Special Services District,167100721,PROVO,UT,84606,UTAH,United States of America,Other Health Organization,Interstate Government Affiliated Organizations,"$392,265"
INSTARECON INC,134367726,URBANA,IL,618016720,CHAMPAIGN,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,-$2
ALLVIVO VASCULAR INC,179043893,LAKE FOREST,CA,926302174,ORANGE,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$2,717,515"
INTERNATIONAL CONSERVATION AND EDUCATION FUND,187411678,WASHINGTON,DC,200032124,DISTRICT OF COLUMBIA,United States of America,"Research Institution, Foundation and Laboratory",Non-Profit Public Non-Government Organizations,"$200,000"
Strategies For A Stronger Sanford,967975710,SANFORD,ME,04073,YORK,United States of America,Community Action Organization,County Government,"$625,000"
"Adore Children And Family Services, Inc.",013949962,Alexandria,VA,223141783,**ALEXANDRIA,United States of America,Other Social Services Organization,Unknown,"$5,721,207"
INNOVEGA INC,827159760,BELLEVUE,WA,98005,KING,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$306,186"
MICROVI BIOTECH INC,828139530,UNION CITY,CA,94587,ALAMEDA,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$2,242,907"
NORTHWEST TRIBAL EMERGENCY MANAGEMENT COUNCIL,830865429,snohomish,WA,98291,SNOHOMISH,United States of America,Indian Tribal Council,"Other (Towns, Villages, American Indian Tribes)","$600,000"
NOOM INC,035192818,NEW YORK,NY,10001,NEW YORK,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$2,764,817"
"SimTunes, LLC",051637371,CHARLESTON,SC,294035100,CHARLESTON,United States of America,Community Action Organization,Non-Profit Public Non-Government Organizations,"$1,150,000"
"Kid Risk, Inc",026724883,BOSTON,MA,022102001,SUFFOLK,United States of America,Other Health Organization,Non-Profit Private Non-Government Organizations,"$2,844,500"
NANOMEDIC INC,828893482,SALT LAKE CITY,UT,84108,SALT LAKE,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$1,241,585"
MISSISSIPPI FIRST INC,059758438,JACKSON,MS,39215,HINDS,United States of America,Other Health Organization,Non-Profit Private Non-Government Organizations,"$3,073,000"
RHEONIX INC,809809275,ITHACA,NY,14850,TOMPKINS,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$2,151,005"
FEATHER RIVER COMMUNITY COLLEGE DISTRICT,360643233,QUINCY,CA,959719124,PLUMAS,United States of America,"Junior College, College & University",State Government,"$187,964"
"Reaching Our Hulbert Community, Inc",831494757,HULBERT,OK,74441,CHEROKEE,United States of America,Other Special Interest Organization,Non-Profit Private Non-Government Organizations,"$750,000"
Cherokee Indian Hospital Foundation,832860626,CHEROKEE,NC,28719,SWAIN,United States of America,Indian Tribal Council,"Other (Towns, Villages, American Indian Tribes)","$1,067,745"
"GENESIS COMMUNITY HEALTH, INC",030322008,BOYNTON BEACH,FL,334356033,PALM BEACH,United States of America,Health Department,Non-Profit Private Non-Government Organizations,"$14,688,865"
PAMUNKEY TRIBE,078306622,KING WILLIAM,VA,230862126,KING WILLIAM,United States of America,Planning & Administrative Organizations,"Other (Towns, Villages, American Indian Tribes)","$1,068,974"
NANOFIBER SOLUTIONS LLC,830384223,COLUMBUS,OH,43212,FRANKLIN,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$2,320,353"
"PROTEINACEOUS, INC",831170605,EVANSTON,IL,60201,COOK,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$352,005"
SYNEDGEN INC,830276353,CLAREMONT,CA,917113583,LOS ANGELES,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$1,096,470"
ONCOCEUTICS INC,830865312,HUMMELSTOWN,PA,17036,DAUPHIN,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$7,795,326"
PROTEOGENOMICS RESEARCH INSTITUTE FOR SYSTEMS MEDICINE,830928037,SAN DIEGO,CA,921211206,SAN DIEGO,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$28,626,004"
AVIA BIOSYSTEMS LLC,830929282,EAST FALMOUTH,MA,02536,BARNSTABLE,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$207,380"
REBISCAN LLC,831265967,WALTHAM,MA,02453,MIDDLESEX,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$2,704,051"
Alamance Citizens for a Drug Free Community,832720192,SNOW CAMP,NC,27349,ALAMANCE,United States of America,Other Special Interest Organization,Non-Profit Private Non-Government Organizations,"$750,000"
SHAL TECHNOLOGIES INC,008935032,LIVERMORE,CA,94551,ALAMEDA,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$835,009"
DOSECUE LLC,831385229,PHILADELPHIA,PA,19104,PHILADELPHIA,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,$0
TF INSTRUMENTS,831501825,SALINAS,CA,939081109,MONTEREY,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$225,000"
ALABAMA FIRE COLLEGE AND PERSONNEL STANDARDS COMMISSION,189450232,TUSCALOOSA,AL,35405,TUSCALOOSA,United States of America,"Junior College, College & University",State Government,"$4,251,636"
"CHILD MIND INSTITUTE, INC.",018999262,NEW YORK,NY,100222606,NEW YORK,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$6,054,513"
Palm Beach County Substance Abuse Coalition,961547242,WEST PALM BEACH,FL,33407,PALM BEACH,United States of America,Other Health Organization,County Government,"$1,711,156"
ENTANGLEMENT TECHNOLOGIES INC,007645887,BURLINGAME,CA,94010,SAN MATEO,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$999,804"
LIFE SERVICES LLC,833188985,STILLWATER,MN,55082,WASHINGTON,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$644,050"
G-TECH MEDICAL INC.,053029908,MOUNTAIN VIEW,CA,940404125,SANTA CLARA,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$200,449"
EPERTURE LLC,960585565,COLUMBUS,IN,472033161,BARTHOLOMEW,United States of America,Other Special Interest Organization,Non-Profit Private Non-Government Organizations,"$316,895"
"Floridians for Recovery, Inc.",079272831,Tallahassee,FL,323085469,LEON,United States of America,Other Health Organization,Non-Profit Private Non-Government Organizations,"$173,195"
OUT OF THE DARK INC,024439857,JONESBORO,AR,72401,CRAIGHEAD,United States of America,Other Special Interest Organization,Non-Profit Private Non-Government Organizations,"$487,161"
"UP2US, INC.",962075318,NEW YORK,NY,100186590,NEW YORK,United States of America,Community Action Organization,Non-Profit Public Non-Government Organizations,"$799,862"
ACTIVAS DIAGNOSTICS LLC,961581936,BANGOR,ME,04401,PENOBSCOT,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$1,051,596"
"CENTER FOR URBAN YOUTH & FAMILY DEVELOPMENT, THE",966867470,LIVONIA,MI,481501217,WAYNE,United States of America,Other Special Interest Organization,Non-Profit Private Non-Government Organizations,"$375,000"
THERMALIN DIABETES LLC,963396747,CLEVELAND,OH,44106,CUYAHOGA,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$173,121"
BSOLUTIONS INC,034996460,SEATTLE,WA,981172452,KING,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$2,567,509"
GENAPSYS INC,962931650,MENLO PARK,CA,94025,SAN MATEO,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$1,263,978"
DYNAMIC SERVICE SOLUTIONS LLC,963386086,FORT WASHINGTON,MD,207447003,PRINCE GEORGE'S,United States of America,Other Special Interest Organization,Non-Profit Private Non-Government Organizations,"$40,396,052"
ASTHMA MANAGEMENT SYSTEMS LLC,963426536,NEWARK,DE,19702,NEW CASTLE,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"-$25,113"
NEW YORK GENOME CENTER INC,078473711,NEW YORK,NY,10013,NEW YORK,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$72,711,398"
"PHARMAZZ, INC.",965471332,NAPERVILLE,IL,605653569,DU PAGE,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$277,059"
VIA CARE COMMUNITY HEALTH CENTER,844011440,LOS ANGELES,CA,900222621,LOS ANGELES,United States of America,Health Department,Non-Profit Private Non-Government Organizations,"$17,314,495"
ZONEONE PHARMA INC,968317870,SAN FRANCISCO,CA,94158,SAN FRANCISCO,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$1,528,596"
FLUORISH LLC,968298856,ASHLAND,OR,97520,JACKSON,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"-$13,266"
"UNION COUNTY HEALTH AND WELLNESS NETWORK, INCORPORATED",968589759,CLAYTON,NM,884150444,UNION,United States of America,Other Health Organization,Non-Profit Private Non-Government Organizations,"$997,892"
Eritrean Community Center Santa Clara County,055032855,SANTA CLARA,CA,95050,SANTA CLARA,United States of America,Other Special Interest Organization,Non-Profit Public Non-Government Organizations,"$495,030"
NANOMEDICA LLC,962591066,WINSTON-SALEM,NC,27106,FORSYTH,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$34,514"
"THERATOME BIO, INC.",078425194,INDIANAPOLIS,IN,462021218,MARION,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$741,434"
ACLARIS MEDICAL LLC,078286974,FALCON HEIGHTS,MN,55108,RAMSEY,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$899,337"
"ONCOTAB, INC.",965567451,CHARLOTTE,NC,282230001,MECKLENBURG,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$182,461"
SPROUTEL INC.,078445867,PROVIDENCE,RI,029097418,PROVIDENCE,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$149,209"
FAUXSEE INNOVATIONS LLC,055220044,MAGNOLIA,AR,717538680,COLUMBIA,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$451,023"
VIRGINIA CENTER FOR HEALTH INNOVATION,078508021,RICHMOND,VA,23219,**RICHMOND,United States of America,Health Department,Non-Profit Public Non-Government Organizations,"$2,425,591"
"COMMUNITY RESTORATIVE JUSTICE CENTER, INC (THE)",079447444,JOHNSBURY,VT,058191753,CALEDONIA,United States of America,Other Health Organization,Non-Profit Private Non-Government Organizations,"$200,000"
PA ST Department of Drug and Alcohol Programs,176040285,HARRISBURG,PA,171044311,DAUPHIN,United States of America,Health Department,State Government,"$653,971,362"
POTRERO MEDICAL INC,079428290,SAN FRANCISCO,CA,94107,SAN FRANCISCO,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$2,909,286"
HEALTHTELL INC,078665294,CHANDLER,AZ,85226,MARICOPA,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"-$225,000"
"NOVALEX THERAPEUTICS, INC.",078669334,CHICAGO,IL,606123719,COOK,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$596,134"
STATE OF IOWA DEPT OF JUSTICE,136955569,DES MOINES,IA,503190023,POLK,United States of America,Other Social Services Organization,State Government,"$8,048,282"
ZETROZ INC,080128497,TRUMBULL,CT,06611,FAIRFIELD,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$447,895"
ZETROZ INC,830264383,TRUMBULL,CT,06611,FAIRFIELD,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$104,874"
"COLA RESOURCES, INC.",079551021,COLUMBIA,MD,210463016,HOWARD,United States of America,Other Educational Organization,Non-Profit Private Non-Government Organizations,"$282,480"
"JAIL EDUCATION SOLUTIONS, INC.",085848012,CHICAGO,IL,606614549,COOK,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$148,022"
CURZA GLOBAL LLC,079582697,PROVO,UT,846045596,UTAH,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$4,720,043"
HBP RAIN Foundation,079513258,Orange,NJ,070501632,ESSEX,United States of America,Other Social Services Organization,Non-Profit Private Non-Government Organizations,"$195,000"
"PHYSIOLOGIC DEVICES, INC.",078868547,ALPINE,CA,919011470,SAN DIEGO,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$222,099"
METACLIPSE THERAPEUTICS CORPORATION,967732384,ATLANTA,GA,30340,DE KALB,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$1,860,016"
FORGE THERAPEUTICS INC,078884924,SAN DIEGO,CA,92121,SAN DIEGO,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$150,000"
SIGRAY INC,079183051,WALNUT CREEK,CA,94595,CONTRA COSTA,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$12,297,511"
"EPIBONE, INC.",079157915,NEW YORK,NY,10044,NEW YORK,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$999,300"
INNOVATIVE ELEMENTS LLC,809512853,CLOSTER,NJ,07624,BERGEN,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$188,089"
BLACKFEET TRIBAL EDUCATION DEPARTMENT,038284670,BROWNING,MT,59417,GLACIER,United States of America,Educational Department,"Other (Towns, Villages, American Indian Tribes)","$22,407,629"
BLACKFEET TRIBAL EDUCATION DEPARTMENT,172612756,BROWNING,MT,59417,GLACIER,United States of America,Educational Department,"Other (Towns, Villages, American Indian Tribes)","$54,584,092"
BLACKFEET TRIBE EAGLE SHIELD CENTER,038284670,BROWNING,MT,59417,GLACIER,United States of America,Other Social Services Organization,"Other (Towns, Villages, American Indian Tribes)","$292,462"
BLACKFEET TRIBE EAGLE SHIELD CENTER,172612756,BROWNING,MT,59417,GLACIER,United States of America,Other Social Services Organization,"Other (Towns, Villages, American Indian Tribes)","$1,532,099"
BLACKFEET TRIBE,172612756,BROWNING,MT,594170850,GLACIER,United States of America,Educational Department,"Other (Towns, Villages, American Indian Tribes)","$1,582,843"
Blackfeet Tribe of the Blackfeet Indian Reservation,172612756,BROWNING,MT,594170850,GLACIER,United States of America,Indian Tribal Council,Non-Profit Public Non-Government Organizations,"$1,718,104"
FT BELKNAP COMMUNITY COUNCIL,050666569,HARLEM,MT,59526,BLAINE,United States of America,Indian Tribal Council,"Other (Towns, Villages, American Indian Tribes)","$30,578,450"
FT BELKNAP COMMUNITY COUNCIL,946407731,HARLEM,MT,59526,BLAINE,United States of America,Indian Tribal Council,"Other (Towns, Villages, American Indian Tribes)","$10,386,261"
FT BELKNAP COMMUNITY COUNCIL,946407731,FORT BELKNAP,MT,59526,BLAINE,United States of America,Indian Tribal Council,"Other (Towns, Villages, American Indian Tribes)","$70,000"
Fort Belknap Indian Community,050666569,HARLEM,MT,59526,BLAINE,United States of America,Indian Tribal Council,"Other (Towns, Villages, American Indian Tribes)","$2,599,844"
Fort Belknap Indian Community,946407731,HARLEM,MT,59526,BLAINE,United States of America,Indian Tribal Council,"Other (Towns, Villages, American Indian Tribes)","$1,377,267"
ST LUKE COMMUNITY HOSPITAL,060278389,RONAN,MT,598642634,LAKE,United States of America,Hospital,Non-Profit Private Non-Government Organizations,"-$60,929"
CONFEDERATED SALISH & KOOTENAI TRIBES,071409460,PABLO,MT,598550278,LAKE,United States of America,Indian Tribal Council,"Other (Towns, Villages, American Indian Tribes)","$241,193,179"
CONFEDERATED SALISH & KOOTENAI TRIBES,071409460,PABLO,MT,598550278,LAKE,United States of America,Indian Tribal Council,"Other (Towns, Villages, American Indian Tribes)","$12,196,107"
NORTHERN MONTANA HOSPITAL,078688421,HAVRE,MT,59501,HILL,United States of America,Hospital,Non-Profit Private Non-Government Organizations,"$363,212"
Florence Crittenton Home and Services Inc.,113492177,HELENA,MT,59601,LEWIS AND CLARK,United States of America,Other Special Interest Organization,Non-Profit Private Non-Government Organizations,"$783,593"
"Benefis Hospitals, Inc",068922160,GREAT FALLS,MT,594055161,CASCADE,United States of America,Hospital,Non-Profit Private Non-Government Organizations,"$1,474,096"
NORTHERN CHEYENNE TRIBAL COUNCIL,001118574,LAME DEER,MT,59043,ROSEBUD,United States of America,Indian Tribal Council,"Other (Towns, Villages, American Indian Tribes)","$6,233,078"
NORTHERN CHEYENNE TRIBAL COUNCIL,074511999,LAME DEER,MT,59043,ROSEBUD,United States of America,Indian Tribal Council,"Other (Towns, Villages, American Indian Tribes)","$469,084"
NORTHERN CHEYENNE TRIBAL COUNCIL,961035532,LAME DEER,MT,59043,ROSEBUD,United States of America,Indian Tribal Council,"Other (Towns, Villages, American Indian Tribes)","$9,410,209"
ST JOHNS LUTHERAN HOSPITAL,010369585,LIBBY,MT,599232198,LINCOLN,United States of America,Hospital,Private Profit ( Large Business ) Organizations,"$699,561"
CHIPPEWA CREE TRIBE,059756981,BOX ELDER,MT,59521,HILL,United States of America,Indian Tribal Council,"Other (Towns, Villages, American Indian Tribes)","$16,049,491"
EASTERN SHOSHONE TRIBE,196600027,FORT WASHAKIE,WY,825140538,FREMONT,United States of America,Indian Tribal Council,"Other (Towns, Villages, American Indian Tribes)",$0
Yellowstone Boys & Girls Ranch/Yellowstone Treatment Ct,043703982,BILLINGS,MT,59106,YELLOWSTONE,United States of America,Other Health Organization,Non-Profit Private Non-Government Organizations,-$302
"UNITED WAY OF YELLOWSTONE COUNTY, INC.",061861324,BILLINGS,MT,591022024,YELLOWSTONE,United States of America,Other Special Interest Organization,State Government,"$214,047"
ASSINIBOINE & SIOUX TRIBES OF FT PECK RESERVATION,106578164,POPLAR,MT,592551027,ROOSEVELT,United States of America,Indian Tribal Council,"Other (Towns, Villages, American Indian Tribes)","$10,923,182"
FT PECK TRIBAL COUNCIL ASSINIBOINE SIOUX TRIBES,106578164,POPLAR,MT,59255,ROOSEVELT,United States of America,Indian Tribal Council,"Other (Towns, Villages, American Indian Tribes)","$49,633,831"
FT PECK TRIBAL COUNCIL ASSINIBOINE SIOUX TRIBES,829033638,POPLAR,MT,59255,ROOSEVELT,United States of America,Indian Tribal Council,"Other (Towns, Villages, American Indian Tribes)","-$3,629"
Fort Peck Assiniboine & Sioux Tribes,106578164,POPLAR,MT,592551027,ROOSEVELT,United States of America,Indian Tribal Council,"Other (Towns, Villages, American Indian Tribes)","$856,312"
DISTRICT FOUR HUMAN RESOURCE DEVELOPMENT COUNCIL,102271590,HAVRE,MT,595015217,HILL,United States of America,Other Social Services Organization,Sponsored Organizations,"$13,299,478"
ACTION INC,023480189,BUTTE,MT,597023486,SILVER BOW,United States of America,Other Social Services Organization,Non-Profit Public Non-Government Organizations,"$10,417,814"
"OPPORTUNITIES, INC.",119747665,GREAT FALLS,MT,594032289,CASCADE,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$34,588,147"
NORTHERN CHEYENNE TRIBAL COUNCIL,001118574,LAME DEER,MT,59043,ROSEBUD,United States of America,Indian Tribal Council,"Other (Towns, Villages, American Indian Tribes)","$10,738,219"
ROCKY MOUNTAIN DEVELOPMENT COUNCIL,083701508,HELENA,MT,596241717,LEWIS AND CLARK,United States of America,Planning & Administrative Organizations,Non-Profit Private Non-Government Organizations,"$14,511,182"
ACTION FOR EASTERN MONTANA,098709652,GLENDIVE,MT,593301309,DAWSON,United States of America,Community Action Organization,Special Unit of Government,"$8,022,608"
ASSINIBOINE & SIOUX TRIBES,106578164,POPLAR,MT,59255,ROOSEVELT,United States of America,Indian Tribal Council,"Other (Towns, Villages, American Indian Tribes)","$10,648,762"
FT BELKNAP COMMUNITY COUNCIL (ONAP),946407731,HARLEM,MT,595269705,BLAINE,United States of America,Indian Tribal Council,"Other (Towns, Villages, American Indian Tribes)","$2,235,550"
DISTRICT 7 HUMAN RESOURCES DEVELOPMENT OUNCIL,173851387,BILLINGS,MT,591032016,YELLOWSTONE,United States of America,Community Action Organization,Non-Profit Public Non-Government Organizations,"$829,209"
BLACKFEET TRIBAL BUSINESS COUNCIL (ONAP),133111435,BROWNING,MT,59417,GLACIER,United States of America,Indian Tribal Council,"Other (Towns, Villages, American Indian Tribes)","$12,234,602"
MONTANA SCHOOL DISTRICT,051659352,HELENA,MT,59601,LEWIS AND CLARK,United States of America,School Board & School District,County Government,"$1,675,000"
MT ST DEPARTMENT OF HEALTH & ENVIRONMENTAL SCIENCES,051659352,HELENA,MT,59620,LEWIS AND CLARK,United States of America,Health Department,State Government,"$58,546,698"
MT ST OFFICE OF THE GOVERNOR,809791296,HELENA,MT,59601,LEWIS AND CLARK,United States of America,Planning & Administrative Organizations,State Government,"$3,112,753"
MT ST SUPREME COURT,196250435,HELENA,MT,59620,LEWIS AND CLARK,United States of America,Other Social Services Organization,State Government,"$4,149,104"
MONTANA MEDICAID FRAUD CONTROL UNIT,091907381,HELENA,MT,596201417,LEWIS AND CLARK,United States of America,Other Social Services Organization,State Government,"$4,259,964"
MT ST DEPT OF COMMERCE-MANAGEMENT SVCS DIV,809790579,HELENA,MT,59620,LEWIS AND CLARK,United States of America,Welfare Department,State Government,"$3,132,811"
MT ST SEC OF STATE,051659352,HELENA,MT,59620,LEWIS AND CLARK,United States of America,Other Special Interest Organization,State Government,"-$59,596"
"MT ST DEPT OF PHHS, MEDICAID & TITLE IV-A SERVICES",051659352,HELENA,MT,59601,LEWIS AND CLARK,United States of America,Rehabilitation Organization ( Other Than Criminal ),State Government,"$9,477,261,926"
"MT ST DEPT OF PHHS, MEDICAID & TITLE IV-A SERVICES",809791296,HELENA,MT,59601,LEWIS AND CLARK,United States of America,Rehabilitation Organization ( Other Than Criminal ),State Government,"$2,489,969"
"MT ST DEPT OF PHHS, HEALTH POLICIES AND SERVICES",051659352,HELENA,MT,59620,LEWIS AND CLARK,United States of America,Health Department,State Government,"$79,099,759"
Montana State Auditor,082406534,HELENA,MT,596013423,LEWIS AND CLARK,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",State Government,"$22,490,988"
"MT ST Dept of PHHS, Addictive & Mental Disorders Div",051659352,HELENA,MT,59620,LEWIS AND CLARK,United States of America,Health Department,State Government,"$83,551,832"
Montana Department of Public Health and Human Services,051659352,HELENA,MT,59620,LEWIS AND CLARK,United States of America,Health Department,State Government,"$13,259,496"
Montana Department of Public Health and Human Services,809791296,HELENA,MT,59620,LEWIS AND CLARK,United States of America,Health Department,State Government,"$1,819,107"
JUDICIARY COURTS OF THE STATE OF MONTANA,196250435,HELENA,MT,596203002,LEWIS AND CLARK,United States of America,Other Social Services Organization,State Government,"$2,743,991"
"PUBLIC INSTRUCTION, MONTANA OFFICE OF",809588700,HELENA,MT,596202501,LEWIS AND CLARK,United States of America,Educational Department,State Government,"$3,600,000"
MT ST OFFICE OF THE SUPERINTENDENT OF PUBLIC INSTRUCT`N,809588700,HELENA,MT,59601,LEWIS AND CLARK,United States of America,Educational Department,State Government,"$14,250,754"
MT ST DEPARTMENT OF AGRICULTURE,809790553,HELENA,MT,59601,LEWIS AND CLARK,United States of America,Environmental Organization,State Government,"$1,097,865"
"PUBLIC HEALTH AND HUMAN SERVICES, MONTANA DEPARTMENT OF",051659352,HELENA,MT,596044210,LEWIS AND CLARK,United States of America,Welfare Department,State Government,"$178,536,539"
MT ST DEPARTMENT OF LABOR & INDUSTRY,809791031,HELENA,MT,59624,LEWIS AND CLARK,United States of America,Other Social Services Organization,State Government,"$662,442"
"PUBLIC HEALTH AND HUMAN SERVICES, MONTANA DEPARTMENT OF",051659352,HELENA,MT,596044210,LEWIS AND CLARK,United States of America,Welfare Department,State Government,"$227,889,710"
"PUBLIC HEALTH AND HUMAN SERVICES, MONTANA DEPARTMENT OF",809791296,HELENA,MT,596044210,LEWIS AND CLARK,United States of America,Welfare Department,State Government,"$164,575,046"
RIMROCK FOUNDATION,134332683,BILLINGS,MT,59101,YELLOWSTONE,United States of America,"Research Institution, Foundation and Laboratory",Sponsored Organizations,"$1,133,435"
HELENA INDIAN ALLIANCE,059785303,HELENA,MT,596015010,LEWIS AND CLARK,United States of America,Indian Tribal Council,"Other (Towns, Villages, American Indian Tribes)","$2,707,749"
Helena Indian Alliance,059785303,HELENA,MT,596012865,LEWIS AND CLARK,United States of America,Other Social Services Organization,Non-Profit Private Non-Government Organizations,"$249,018"
Inter-Mt Plan Parenthood\DBA Plan Parenthood of Montana,060284262,BILLINGS,MT,59102,YELLOWSTONE,United States of America,Other Health Organization,Non-Profit Private Non-Government Organizations,"$1,049,860"
